ETIQUETA,TIPO VEHÍCULO,ACCESO,CIUDAD,ZBE,ESTADO ZBE,OBSERVACIONES,URL - ORDENANZA MOVILIDAD SOSTENIBLE
SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,Madrid,Madrid,Vigente,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).
EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,Madrid,Madrid,Vigente,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).
EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.""",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,Madrid,Madrid,Vigente,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).
EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.""",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
B,turismo,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
B,motocicleta,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
B,furgoneta,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
B,camión (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
B,autobús (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
B,furgoneta >3500 kg,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
B,camión >3500 kg (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
B,autobús >3500 kg (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
C,turismo,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
C,motocicleta,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
C,furgoneta,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
C,camión (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
C,autobús (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
C,furgoneta >3500 kg,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
C,camión >3500 kg (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
C,autobús >3500 kg (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
ECO,turismo,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
ECO,motocicleta,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
ECO,furgoneta,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
ECO,camión (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
ECO,autobús (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
ECO,furgoneta >3500 kg,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
ECO,camión >3500 kg (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
ECO,autobús >3500 kg (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
0,turismo,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
0,motocicleta,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
0,furgoneta,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
0,camión (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
0,autobús (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
0,furgoneta >3500 kg,LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
0,camión >3500 kg (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
0,autobús >3500 kg (servicios),LIBRE,Madrid,Madrid,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://sede.madrid.es/FrameWork/generacionPDF/ANM2023_152.pdf?idNormativa=de1d9bdbdfd8d810VgnVCM2000001f4a900aRCRD&nombreFichero=ANM2023_152&cacheKey=3
SIN ETIQUETA,turismo,PROHIBIDO,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga 
EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMR
EXCEP SERVICIOS: Vehículos de transporte público colectivo, taxi y VTC autorizados, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. 
OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
SIN ETIQUETA,motocicleta,PROHIBIDO,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga 
EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMR
EXCEP SERVICIOS: Vehículos de transporte público colectivo, taxi y VTC autorizados, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. 
OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
SIN ETIQUETA,furgoneta,PROHIBIDO,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga 
EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMR
EXCEP SERVICIOS: Vehículos de transporte público colectivo, taxi y VTC autorizados, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. 
OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
SIN ETIQUETA,camión (servicios),PROHIBIDO,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga 
EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMR
EXCEP SERVICIOS: Vehículos de transporte público colectivo, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. 
OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
SIN ETIQUETA,autobús (servicios),PROHIBIDO,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga 
EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMR
EXCEP SERVICIOS: Vehículos de transporte público colectivo, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. 
OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga 
EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMR
EXCEP SERVICIOS: Vehículos de transporte público colectivo, taxi y VTC autorizados, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. 
OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga 
EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMR
EXCEP SERVICIOS: Vehículos de transporte público colectivo, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. 
OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga 
EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMR
EXCEP SERVICIOS: Vehículos de transporte público colectivo, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. 
OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
B,turismo,LIBRE ,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"Hasta 29/10/2026, a partir de esa fecha quienes no hayan registrado su coche o cambiado domicilio a esta zona en el IVTM de Málaga, no podrán circular. Aplican las excpeciones de prestación de servicios de: transporte público, vehículo histórico, transporte de mercancías, movilidad reducida, asistencia sanitaria, especial y de emergencias o por resolución extraordinaria del ayuntamiento.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
B,motocicleta,LIBRE ,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"Hasta 29/10/2026, a partir de esa fecha quienes no hayan registrado su coche o cambiado domicilio a esta zona en el IVTM de Málaga, no podrán circular. Aplican las excpeciones de prestación de servicios de: transporte público, vehículo histórico, transporte de mercancías, movilidad reducida, asistencia sanitaria, especial y de emergencias o por resolución extraordinaria del ayuntamiento.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
B,furgoneta,LIBRE ,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"Hasta 29/10/2026, a partir de esa fecha quienes no hayan registrado su coche o cambiado domicilio a esta zona en el IVTM de Málaga, no podrán circular. Aplican las excpeciones de prestación de servicios de: transporte público, vehículo histórico, transporte de mercancías, movilidad reducida, asistencia sanitaria, especial y de emergencias o por resolución extraordinaria del ayuntamiento.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
B,camión (servicios),LIBRE ,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"Hasta 29/10/2026, a partir de esa fecha quienes no hayan registrado su coche o cambiado domicilio a esta zona en el IVTM de Málaga, no podrán circular. Aplican las excpeciones de prestación de servicios de: transporte público, vehículo histórico, transporte de mercancías, movilidad reducida, asistencia sanitaria, especial y de emergencias o por resolución extraordinaria del ayuntamiento.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
B,autobús (servicios),LIBRE ,Málaga,Ayuntamiento de Malaga ZBE,Vigente,"Hasta 29/10/2026, a partir de esa fecha quienes no hayan registrado su coche o cambiado domicilio a esta zona en el IVTM de Málaga, no podrán circular. Aplican las excpeciones de prestación de servicios de: transporte público, vehículo histórico, transporte de mercancías, movilidad reducida, asistencia sanitaria, especial y de emergencias o por resolución extraordinaria del ayuntamiento.",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://movilidad.malaga.eu/opencms/export/sites/movilidad/.content/galerias/Documentos-del-site/Ordenanza-de-Movilidad-de-la-ciudad-de-Malaga.-2024.pdf
